_input,_num,_widgetName,_source,_resultNumber,_pageUrl,subject,content,author,date
,198,Affinio_blog_content,Affinio_blog_content,198,http://www.affinio.com/blog/top-shared-content-in-digital-strategy-jan-30th-feb-5th,Top shared content in Digital Strategy Jan 30th – Feb 5th,Affinio specializes in finding tribes of like minded people and extracting deep psychographic and cultural insights on them. Using our award winning technology we built a list of the top 50000 digital strategists on Twitter and analyzed everything they shared in the final week of January. Top 10 links shared by digital strategists: Data from January 30th – February 5th 2015 1. Lovin’ the Super Bowl 2. Exclusive: Google Is Developing Its Own Uber Competitor 3. It's YOUR time to vote: Who do YOU think will win #SB49? 4. Promote content on and off Twitter - now syndicating Promoted Tweets 5. The New England @Patriots #SB49 win plays out on Twitter 6. Want a happier internet? 7. The 5 Best Ads of Super Bowl XLIX 8. Adweek's Instant Reviews of the 2015 Super Bowl Ads 9. What Silicon Valley Thinks of Women 10. 10 Tweets That Show How Big a Buzzkill Nationwide Was With Its Morbid Super Bowl Ad Top 20 domains in digital strategy: Digital strategists sourced content from these domains more than any other between Data from January 30th – February 5th 2015 1. lovinwins.com 2. betalist.com 3. adweek.com 4. youtube.com 5. bloomberg.com 6. blog.twitter.com 7. theverge.com 8. birdops.com 9. Monster.com 10. vine.co 11. gomakeithappy.com 12. moz.com 13. newyorker.com 14. marketingland.com 15. nytimes.com 16. ft.com 17. adage.com 18. Inc.com 19. letstalk.bell.ca 20. newsweek.com Top 20 hashtags used by digital strategists this week: #superbowl #sb49 #socialmedia #marketing #superbowlxlix #likeagirl #business #mobile #startup #facebook #contentmarketing #seo #tech #digital #superbowlads #twitter #advertising #google #leadership Are you creating and sharing content to attract a target audience? If so contact us for a demo as we'd love to help you better understand the culture and interests of your ideal customer. Request a demo (Image credit: McDonalds),Brian,February 05 2015
,199,Affinio_blog_content,Affinio_blog_content,199,http://www.affinio.com/blog/target-any-niche-tribe-on-social-using-high-affinity-ads,Place better ads on Twitter by targeting a niche tribe with highly personalized content,Targeting a niche community on Twitter with Affinio We are excited to announce Twitter tailored audience support a feature which gives users the ability to send highly personalized ads to any niche tribe. Benefits High Quality Engagements: Unlike Twitters current targeting (which relies on generic interests or keywords) our targeting is based on the social DNA of your ideal customer. Stop wasting money on untargeted impressions and start placing ads directly to the people who will care most. Boost Earned Media + Create Contextual Virality: Maximize the effectiveness of retweets and shares by serving ads to the most connected/influential people in a target tribe. Any retweets or shares will be seen by an audience that has high affinity to your ideal target. This will increase the number of times your content appears in a user's feed increasing impressions and maximizing the impact of our spend. Highly Personalized Content: Affinio provides all the psychographic data needed to develop content for a specific niche tribe. We extract the interests influences hashtags mentions keywords links images and videos that resonate within a tribe. This allows you to quickly understand what matters most to a niche tribe and develop better more relevant content. How It Works Step 1: Select audience Step 2: Select tribe to target Step 3: Export audience from affinio Step 4: Import to twitter Step 5: Build highly personal creative based on tribe insights View a sample of what we can extract from a niche community or tribe here. Performance We've spent the past few months working with leading DMP's and advertisers such as SHIFT Social Code and Kinetic Social to test and perfect our targeting. We've seen performance increases of up to 500% compared to Twitter's targeting read our SHIFT and Social Code case studies to learn more. Apply for a demo Want to segment your audience create better content and place highly targeted ads? Request a demo,Brian,October 29 2014
,200,Affinio_blog_content,Affinio_blog_content,200,http://www.affinio.com/blog/context-is-the-key-to-digital-strategy-and-content-marketing,Context is the key to digital strategy and content marketing,“Context collapse” is a concept used by academics writing about the effects of social media. It refers to the infinite audiences possible online as opposed to the limited groups a person can normally interact with in F2F circumstances. In bounded interactions people adjust their tone and presentation to fit the social context. In a situation of context collapse this becomes impossible. - HLWIKI Every digital marketer has struggled with the effects of "context collapse". At any moment millions of conversations and pieces of content are being presented into a billion unique feeds. As a marketer how do you know what content matters to your ideal audience? Which feeds do you want your content be shown in? What other content is contextually relevant to your ideal audience? To help marketers answer these questions and sift through all the noise on social media Affinio has developed the ability to segment any social audience into niche communities based on interests and affinity (also known as tribes). To do this we use award winning technology to mine the social and interests graphs breaking a large group of people into many small highly focused groups based on affinity. We present these tribes along with psychographic data for each in a highly visual dashboard - providing marketers and strategists with the insights they need to create content that will truly resonate. With Affinio’s insights marketers can once again focus their tone and presentation to fit their ideal audience and context. Example: We segmented the audience of @nikerunning and found 14 distinct tribes within their follower base. To give you an idea of the diversity of their interests we generated sample Twitter streams for both the Teen girl and Sneakerhead tribes: Every brand needs to identify and understand the different tribes within their social audience to ensure the content they create fits the context it will be viewed in. Request a demo,Brian,November 05 2014
,201,Affinio_blog_content,Affinio_blog_content,201,http://www.affinio.com/blog/exploring-25-years-photoshop,Exploring 25 years of Photoshop,This week Photoshop turned 25. Adobe's famous and market-dominating product has empowered a wide variety of creatives to create analyze and edit work. To better understand the people whose lives have been changed by the invention of Photoshop we segmented the 1271454 people who follow @photoshop on Twitter into tribes of like-minded people. Tribes inside of Adobe Photoshops audience: We found 20 distinct tribes within the audience of Photoshop and here's a sample of what we found inside two of them: Photographer Tribe Locations Most influential accounts to the photographer tribe Top shared content by Photographers 1. Fine Art America 2. Trial by fire: Create wedding ring photography to the extreme 3. Major Museums are now banning selfie sticks 4. The importance of scouting for landscape photographers 5. What cameras are you shooting video with? Top used hashtags by photographers #photography #photo #art #sunset #snow #500px #winter #travel #valentinesday #canon Top mentioned accounts by photographers @youtube @500px @fineartamerica @nytimes @petapixel @photoshop @hacerfotos @bhphotovideo @mashable @natgeophotos Sample tweets and content from this tribe [embed]https://vimeo.com/117815404[/embed] Full gallery of photos from #WRC rally Monte-Carlo at http://t.co/AYkHrAh5Zk - enjoy! :) @OfficialWRC pic.twitter.com/3mFSaYnpkF — Uros Modlic (@fotoModlic) January 29 2015 A very happy birthday to @DuffMcKagan! pic.twitter.com/G5QtLb1JB0 — The Image Engineer (@Image_Engineer) February 5 2015 A photo from last night here in Hong Kong with the new camera I just bought from Kai and @digitalrev ! pic.twitter.com/DDdmntyiih — Trey Ratcliff (@TreyRatcliff) February 6 2015 That @metalallegiance logo md for a killer backdrop @MikePortnoy @MPWarriors1 @SLAYERSWINE @mgroveau #shiprocked pic.twitter.com/6WXf7YMN5Y — Rick Triana (@RiPTriana) February 13 2015 Illustrator and Designer Tribe Locations Most influential accounts to the illustrators & designer tribe Top shared content by illustrators & designers 1. The 100 best free fonts 2. 11 things they didn't teach you at design school 3. 10 typography mistakes everyone makes (including us...) 4. First real alternative to Photoshop launched... and it's free! 5. Calendas Plus free font (pay with a tweet) Top used hashtags by illustrators & designers #design #art #illustration #graphicdesign #typography #valentinesday #superbowl #photography #architecture #oscars Top mentioned accounts by illustrators & designers @youtube @behance @creativebloq @designtaxi @mashable @fastcodesign @fastcompany @printmag @designmilk @verge Sample tweets and content from this tribe A fascinating look at when the world's greatest creative minds peaked http://t.co/5HjsVazAMh pic.twitter.com/z9BqbF1xo8 — BI_Graphics (@BI_Graphics) January 28 2015 These amazing GIFs show everything that happens when you fire a handgun http://t.co/u7nFMuZPko pic.twitter.com/Ka0j8KudgZ — BI_Graphics (@BI_Graphics) February 17 2015 Amazing Paper Sculptures by Jeremy Kool #art #design #paper #creative http://t.co/eQ9ICwtAzO pic.twitter.com/7r1mTUVcYh — Designspiration (@Designspiration) February 19 2015 Get your “font goggles” on: @TypeTasting's new book shows us #typography does to our brain. http://t.co/JeSpRU4XgF pic.twitter.com/jOGBx4auUX — AIGA (@AIGAdesign) February 12 2015 Interested in learning more about how we segment and analyze audiences? Create Free Demo Account https://affin.io/,Brian,February 24 2015
,202,Affinio_blog_content,Affinio_blog_content,202,http://www.affinio.com/blog/understand-social-audience-cision-acquisition,What new audience did Cision acquire through Viralheat?,If you’ve been following any tech news or social media this week then it’s not new to you that Cision a Chicago PR tech firm acquired Viralheat a social media marketing platform. Adweek released a PR Newser on the acquisition and author Shawn Paul Wood highlighted the solidified presence in the industry that Cision already had pre-acquisition. What I thought was most thought-provoking and relevant to the purpose of this post is that Wood hypothesized Cision is trying to be the only "game" in the market but questioned how adding Viralheat will change their service. Well not only is Cision acquiring another company to add to their purchase list a new batch of employees and new technology but Cision is acquiring an entirely new social audience. I used the Affinio platform to analyze the Twitter audiences of both Cision and Viralheat. The audience of these two accounts combined is approximately 75000 and the split between who follows Cision vs. Viralheat is nearly equal. Of the approximate 75000 followers of Cision and Viralheat 51.2% are followers of Cision whereas 48.8% are followers of Viralheat. Here's an overview of what that combined audience looks like: By analyzing these handles together I'm able to see the share of audience within each tribe (or segmentations within an audience). Essentially what this means is that of everyone in a particular tribe which handle's audience do they belong to? As you can see below 4469 members of the 'Public Relations' tribe belong to the audience of Cision: I wanted to see if there was a niche tribe that Cision was acquiring that was unique to Viralheat. The 'Writers and Bloggers' tribe which consists of 6960 followers is owned by Viralheat Not only is that a huge number of followers that Cision did not already have but it's also a huge number in relation to Cision's current followers of 'Writers and Bloggers' which amounts to 264 members. This is what the members of the 'Writers and Bloggers' tribe look like: How they self-describe: Their top 10 Affinities: Ian Author Promotion iAuthor Tom Hobbs Judy Feldhausen Joanne Wadsworth Philip Arnold Rashad Pharaon Les Floyd Natural Health Care Jake Needham Lori McNee The top 10 most shared visual media: The 5 Beginner Mistakes most Youtubers Make & How to Stop Sucking on Camera How to Deal with Self-Doubt My Simple Trick to Staying Motivated 10 Legendary Rules from Legendary Entrepreneurs Neil deGrasse Tyson: The Most Astounding Fact Talking Creating Amazing Customer Experiences with Ricardo Saltz Gulko The 3 Most Important Things Investors Look for in a Winning Business Plan Your 5-step Plan into Getting International Distributors The One Mindset Shift that Creates Success - Howard Schultz Motivation If Everyone Care - Nickelback Cision’s CEO Peter Granat released a statement that is flooding nearly every news article related to this deal stating that: “This acquisition of Viralheat is a prime example of our commitment to expanding our social offering and providing innovative products and services to PR communication social and content marketing professionals." Well considering they're acquiring a unique tribe of 'Writers and Bloggers' from Viralheat's Twitter audience (and this isn't the only niche tribe they're acquring) I would suspect that this is one of many ways that Cision's audience is growing in the way that they anticipated. Interested in learning more about this analysis? Give us a shout on Twitter @AffinioInc or comment below and we'd be happy to take you on a product walkthrough!,Laura Park,March 27 2015
,203,Affinio_blog_content,Affinio_blog_content,203,http://www.affinio.com/blog/marketing-automation-whos-leading-key-audience-segments,Marketing Automation - Who's leading key audience segments?,Marketing automation is one of the hottest markets in tech and the major players are Marketo Hubspot (which we use!) and Pardot. Despite the fact that we use Hubspot we have love for all 3 platforms and are always reviewing the best solutions out there for our needs. To better understand the followers (and potential customers) of each of these platforms I used Affinio to segment and analyze the combined audiences of all three. The goal of this was to get a better idea of the various persona's each platform attracts and caters to. Report Details Hubspot: 486K followers Marketo: 104K followers Pardot: 58.5K followers We started by segmenting their followers into tribes of like-minded people. Here are the tribes found: Once segmented we looked at the share of voice each account had within a tribe. The following pie charts are normalized to account for the difference in account sizes. Based on these insights it's clear that Hubspot is dominating the small business and SEO crowds. Pardot is doing really well in the Spanish speaking/Latin American markets while Marketo holds a firm grip on the content marketing crowd. Interested in performing your own competitive breakdown to get a better idea of who own key segments? Request a demo,Brian,April 24 2015
,204,Affinio_blog_content,Affinio_blog_content,204,http://www.affinio.com/blog/drake-vs.-meek-mill-what-data-says-about-their-beef,Drake vs. Meek Mill: What social data says about their beef,Drake and Meek Mill are two of the biggest rappers in the world right now. With a combined Instagram audience of over 13 Million followers they are leaders in contemporary entertainment and culture. They have collaborated on tracks in the past but that all changed Tuesday when Meek Mill took to Twitter posting a series of anti-Drake tweets including: Stop comparing drake to me too.... He don't write his own raps! That's why he ain't tweet my album because we found out! 😁 — Meek Mill (@MeekMill) July 22 2015 He ain't even write that verse on my album and if I woulda knew I woulda took it off my album..... I don't trick my fans! Lol — Meek Mill (@MeekMill) July 22 2015 Drake stayed quiet about the comments until he shot back at Meek Mill Saturday dropping this 'Charged Up' track: This beef is just getting warmed up yet it's already one of the hottest entertainment stories of the summer. All of the drama had us wondering who's in Drake's corner and who's in Meek Mill's? To better understand the fans of both rap superstars we took to Instagram and analyzed the over 13 Million people who follow Drake Meek Mill or both. (Click/Tap on the picture below to open the full sized infographic) These personas allow us to look at the sub-cultures within this large audience to determine which rapper has influence over any given niche. After reviewing the Instagram data it’s clear that Drake is much more popular in the pop culture and fashion oriented groups while Meek Mill is the go-to choice for die hard rap fans (and their moms!). Want to learn more about these or other audience segments?,Brian,July 28 2015
,205,Affinio_blog_content,Affinio_blog_content,205,http://www.affinio.com/blog/scariest-200-paranormal-and-ghost-accounts-on-twitter,Scariest 200 Paranormal and Ghost Accounts On Twitter,With over half a million followers on Twitter Ghost Adventures is one of the leading shows for the pursuit of the paranormal. To better understand the people who are interested in ghosts and the paranormal we analyzed the followers of Ghost Adventures on Twitter and found a small tribe of hardcore ghost hunters and paranormal investigators. This tribe of 10599 people all shared one thing in common a love of the paranormal. To better understand the accounts that these people turn to for paranormal and ghost info we analyzed their relational connections and came up with this list of the top 200 accounts on twitter for ghost and paranormal activity: Top 200 Accounts on Twitter for Ghosts and the Paranormal: To validate that the users found and analyzed above where infact dedicated to the pursuit of understaind ghosts and the paranormal we dug into the way these users self describe as well as the accounts and topics these people discussed the most. Top used terms in the profiles of paranormal tribe members: Top used hashtags by paranormal tribe members: As the data shows Affinio found the group of hardcore paranormal fans and mapped out the entire ghost and paranormal world on Twitter. This data provides everything needed to truly understand what matters most to ghost hunters and the people who influence the community the most.,Brian,October 31 2015
,206,Affinio_blog_content,Affinio_blog_content,206,http://www.affinio.com/blog/back-to-basics-hot-to-relate-to-your-customer-in-todays-world,Back to Basics: How to relate to your customer in today's world,Do you know if your content is resonating with your audience? Do you know who exists in your audience? Do you use Buyer Personas to build targeted content? If so how do you build those personas?Personalized data-driven marketing will become increasingly important moving into 2016 and beyond. Building strong relationships with your customers will become more important in this ever diversified digital world. This is not new it's just something we haven't been doing a great job at. Getting back to basics The Furrow is a magazine about agriculture farming and any other topic that is relevant and interesting to the average farmer. John Deere first produced this content in 1895. You could say that this is this first piece of content marketing (that we can reference anyway) and still exists today. John Deere started his company by listening and understanding his customers. John was able to talk to his customers face-to-face to hear their struggles and build products that suited their needs. John passed away before The Furrow was first published but it is based on his legacy of understanding your customers and providing them with information suited to their interests and needs. In today's world we don't have the opportunity to interact with each of our customers face-to-face. Our customers are more diverse and unique than ever before they are not located down the road from you they are spread out all over the country or world. So how do we create a customer experience that is unique and personalized? Buyer Personas are not a new concept but how we build them is. You likely use personas to create your Marketing strategies and plan your content. But how are you defining these target segments? Let's talk about demographic targeting Who is your target market? Way back you may have defined it as "Females aged 18-49". In the 80's Marketers realized this wasn't enough and introduced 'Generational Targeting' defining consumers not just by age but also by social economic demographic and psychographic factors. Then 'Cohort targeting' which was centered around the life path of a target segment. We seemed to have stopped the evolution of targeting there for the most part. With all of the complex data and information about consumers that we have today why are we still basing targeting around simple demographics like age location gender income? It's so common to hear a market defined as "Females aged 18-24 who attend College and love beauty products". Ok so that's more complex than just demo's but one girl attending college aged 23 who wears makeup may be the MVP of the Basketball team and really into EDM and the bar scene. While another 23-year-old girl attending the same college who wears makeup is First Chair Cellist in the school orchestra and is interested in Yo-yo's (my kinda girl). I'm sure you are getting my drift here. It is a Buyer's market. Today's consumers are more informed than ever before. They could know more about your company and product than your frontline sales people do. They are sophisticated and demanding (rightfully so). Today's buyers (not just limited to Millenials) don't want to be lumped into a category that a Marketing team came up with based on past customer data and opinions. They want to feel understood they want to be delighted they want to trust you. Today's consumers are not demographics they are people. They are individuals with diverse interests and they demand more from you. Defining target market by interest profiles It is not realistic to think that a company today can market face-to-face or even one-to-one to ALL of their customers. The availability of complex data and information however gets us closer to offering a 'one-on-one' experience. At Affinio we believe that target markets can't be limited by a stagnant description of an audience based on demographics. We believe in understanding your customer through what they are interested in no matter their age allowing you to understand the diverse Buyer Personas that exist within your audience and understanding them through what they are interested in and care about most. Winter is coming (ughh) and that means technical apparel to keep you warm - at least it does here in Canada. We're big fans of Patagonia here at Affinio so we wanted to take a peek at who the other Patagonia fans are. For this we used the Affinio Platform to analyze the social connections that exist within Patagonia's twitter audience segmented the members into Tribes of people with similar interests then were able to understand Patagonia's fans on a more personal level. Visualization of Patagonia's audience Not surprisingly a lot of these communities are centered around sports and adventure. Notice however that people that may have been traditionally grouped together in a "US Male adventurists aged 30-45" are broken out into many tribes. These are not pre-defined interest categories. They are unsupervised naturally formed clusters based on what else and who else Patagonia's followers follow. Let's look at a few examples of these tribes. After reviewing these examples of interest-based tribe summaries would you market to these people in the same way? Do you think that the 'Runners' use Patagonia gear in the same way that the 'Fishers' do? Do you think that all people that exist within the 'Runner' tribe are a similar age or gender? Maybe but why would we limit ourselves to that when we can relate to these people based on their interests and what they care about most. Demographics are not People. Interests are a better way to understand who your individual customers are and what they care about most. Once you understand this you are better able to connect with your customer segments through personalization leading to your customers feeling better understood and resulting in a trusting relationship. To further understand Patagonia's interest-based buyer personas check out this Infographic: (Click to enlarge) To learn more about understanding your audience through interest-based segmentation request a demo and our team would be happy to walk you through it.,India,October 21 2015
,207,Affinio_blog_content,Affinio_blog_content,207,http://www.affinio.com/blog/press-affinio-partners-with-leading-sports-marketing-program,Press: Affinio partners with leading Sports Marketing Program,We're excited to announce that Affinio has partnered with Samford University's Brock School of Business to provide their sports marketing students with access to cutting-edge social audience analysis. How This Partnership Came to Be Over the summer we produced numerous sports-related blog posts about identifying sponsorship opportunities that resonate with sports team's and player's audiences by leveraging the social graph. These posts caught a lot of attention. We started to notice people sharing them with the hashtags #SMSports and #SportsBiz. To understand who these people were we analyzed anyone who had used those hashtags over the last 30 days using the Affinio platform. We identified that there was a community of 'Sports Business + Sponsorship' professionals using these hashtags regularly and would be the tribe most interested in our posts so we decided to write a summary post on this unique tribe. Professor Darin White founder and coordinator of the sports marketing program at Samford is in the Top 200 most influential accounts for this community. We caught his attention with this post. Darin thought that incorporating Affinio's analysis into the classroom would be a great learning opportunity for his students. Read more about our relationship and how the students will use Affinio in the press release below. Press Release SAMFORD'S SPORTS MARKETING PROGRAM TEAMS WITH AFFINIO TO TRAIN STUDENTS Samford University’s Brock School of Business sports marketing program has entered into an alliance with Affinio a leading audience insights company based in Canada. Samford students will use Affinio’s unique social media analytics tools to develop unprecedented insights into fan behavior related to college and professional sports teams sports leagues sports brands sports sponsors and high-profile athletes according to Darin White founder and coordinator of the program. Through this alliance Affinio will provide Samford sports-marketing students the ability to undertake projects with college and professional sports teams that reveal previously untapped insights that exist within a team’s fan base. These projects will shed light for the first time on the diverse personas that make up the fan base and what players and brands they are most influenced by discuss share and ultimately care most about. “Our alliance with Affinio reflects our focus on developing the next generation of sports industry executives” White said. “With Affinio our aim is to equip Samford students with an outstanding business education highlighted by a unique sports social media analytics curriculum.” Samford’s sports marketing program in Brock School of Business is one of the only programs of its kind housed in an AACSB-accredited business school. “Samford’s sports marketing program is a unique opportunity” said Affinio CEO Tim Burke. “Professor White’s students are already exposed to some of the most innovative marketing methods in the industry and we’re looking forward to seeing how the next generation of sports industry executives implements Affinio’s insights.” Samford’s sports marketing program offers students a chance to develop their skills for a career in the $500 billion global sports marketplace. With faculty considered leaders in their field and out-of-classroom experience students can combine their passion for sports with professional training unmatched by any other AACSB business school in the South. White is a leader in the field of sports marketing. He serves as chair of the American Marketing Association Sports Marketing SIG the premier international academic body responsible for advancing scholarly research in the field of sports marketing. For more information about the program go to samford.edu/business/sports-marketing-concentration. This release originally appeared on Samford.edu,India,November 10 2015
,208,Affinio_blog_content,Affinio_blog_content,208,http://www.affinio.com/blog/feminism-in-a-post-apocalyptic-mad-max-warzone,Feminism in a post apocalyptic Mad Max warzone,JASIN BOLAND/WARNER BROS. PICTURES Mad Max: Fury Road is now in theatres and so far the world has loved it earning the film an intial rating of 99% Fresh on Rotton Tomatoes. To better understand who's talking and potentially seeing the film I used Affinio's partnership with GNIP to analyze everyone who was talking about the film in the past 30 days. I was able to find 52785 accounts discussing the movie and used Affinio to segmented them into tribes based on their interests and affinities. This segmentation uncovered a broad international audience as well as some interesting insights on the types of Mad Max related content they were discussing and sharing most. Tribes found mentioning Mad Max: While reviewing the various tribes I noticed a common theme emerging accross almost all of them that centered around Charlize Theron's character Imperator Furiosa. A story on a group of Men's Rights Activists and their frustration about the character has overshadowed all other Mad Max related content. Top 5 Mad Max related links being shared by movie mentioners: Incredibly Peeved Men's Rights Activists Call for Boycott of Mad Max Are Unintentionally Hilarious Furious about Furiosa: Misogynists are losing it over Charlize Theron's starring role in Mad Max: Fury Road Mad Max: Fury Road Times - Movie Tickets | Fandango 'Mad Max: Fury Road' draws the ire of men's rights activists Every Killer Car in Mad Max: Fury Road Explained After reviewing 3 of the top 5 movie related links were related to a group of men's rights activits being unhappy by how badass Imperator Furiosa is. Furiosa: JASIN BOLAND/WARNER BROS. PICTURES It's clear that the fans of Mad Max are siding with Furiosa and are doing a great job of making the men's right group look like a bunch of ignorant immature children. In addition to reviewing the content that mattered most to these fans Affinio was able to map the highest affinity accounts on Twitter to them. High Affinity Accounts: The top accounts are mostly related to gaming and sci fi which indicates an audience filled with gamers. Given recent events such as Gamergate and other sexists issues facing gaming it's encouraging to see so many gamers taking a pro feminist stance.,Brian,May 15 2015
,209,Affinio_blog_content,Affinio_blog_content,209,http://www.affinio.com/blog/affinios-top-10-blog-posts-of-2015,Affinio’s Top 10 Blog Posts of 2015,2015 has been an exciting and busy year for us at Affinio. We met some major milestones including receiving $4 million in Series A funding partnering with some amazing brands such as BBC Worldwide launching our Discovery by Affinio app and growing our awesome team! Hey we’re proud of what we’ve accomplished this year! Learn more about our milestones in our post “Affinio’s Best of 2015 - Our Year In Review.” While we’ve been busy we’ve also been able to grow our digital blog. From weekly digital strategy posts to predicting the Super Bowl 50 halftime show our blog has covered a lot of ground. To wrap up 2015 we’ve compiled a list of our top 10 blog posts according to you our readers and our Affinio team and why these posts matter. 1. The 300 Accounts Leading Digital Marketing in 2015 What better way to kick off our list than with another list? Seriously this blog post lists the top media outlets thought leaders and brands that matter most to digital marketers. Whether you’re new to the industry or a digital veteran these are the accounts you won’t want to miss. 2. Targeting Niche Audiences on Instagram In September 2015 Instagram announced in a blog post that large and small advertisers would now be able to run campaigns in 30 countries. For advertisers the importance of understanding your audience is critical when launching a campaign on any platform (especially one with +400 million users!) This blog post uncovers how to correctly select and serve the right content to the right people on Instagram using Affinio. 3. Deep Learning: Disrupting Social Marketing and Advertising Advancements in machine learning and artificial intelligence are continuing to grow at an intense pace. Most recently “deep learning” has become the go-to technique for advanced machine learning but don’t let these tech terms scare you! This blog post outlines just how Affinio is leveraging the power of “deep learning” to help marketers and advertisers find the audiences they want and communicate with them using an authentic brand voice. 4. How to Rock Your Next Pitch with Data-Driven Personas 2015 was pitch season! Ad agencies battled it out this year as some of the world’s largest brands such as Coca-Cola went up for agency review. With pitch season in full-swing this post broke down the importance of understanding who you are marketing to by creating data-driven personas. Demonstrating a deep understanding of a client’s audience in a pitch is memorable - in the right way! 5. Influencer Marketing is Dead Or is It? Celebrities and high-profile individuals have been recruited for ad campaigns to influence buyer decisions for years... think Michael Jordan and Nike. However today we are not restricted to sports celebs actors and famous musicians but instead “Social Influencers.” How companies can identify these influencers is changing and in this post we outline how Affinio provides a solution for finding the right social influencers based on an audience-centric approach. 6. Quantifiable Data for Your Sponsorship Deals Since 2011 sponsorship and endorsement spending has experienced continuous growth accounting for billions of dollars spent worldwide. For brands identifying the right sponsorship opportunities is crucial in ROI. In this blog post we break down how brands can identify opportunities using the Affinio platform. We even provide an example using the @MiamiDolphins Twitter audience (...they’ll thank us later!) 7. Back to Basics: How to relate to your customer in today's world Ah understanding the basics... the key to any winning strategy. This blog post is key for moving into 2016 as personalized data-driven marketing is becoming increasingly more important. This is not new it's just something the industry hasn’t been doing a great job at. In this blog we share how to target your audience based on their interests ensuring you can relate to your target on an intimate level. 8. Data vs Creativity: Lessons from David Boyle of BBC Worldwide Data is everywhere but as 2015 comes to a close businesses still aren’t using data to make better decisions. From the Strata + Hadoop conference in September our friend David Boyle EVP Insight at BBC Worldwide gave a keynote speech on the use of data in creative strategy. Wish you attended? Don’t worry we’ve included David’s full speech in our post! 9. Identifying key personas in the world of Menswear on Instagram Men’s fashion was on fire this year. Instagram became a reference point for #stylespiration. While this blog post focuses specifically on men’s fashion the learnings of uncovering audiences on Instagram can be applied to any sector. 10. Data Shows Football Fans Love Coldplay Our data predicted Coldplay as the Super Bowl 50 halftime show performance (how cool is that!?). With the announcement of the Super Bowl halftime act on the horizon the team here at Affinio analyzed the audience of the @SuperBowl Twitter back in November and made our prediction. Learn how we made our winning prediction based on social insights. Well that’s a wrap folks! 2015 was a big year for our team and we have no plans of slowing down in 2016. If you'd like to see how Affinio can help you in 2016...,Hannah Chapple,December 18 2015
,210,Affinio_blog_content,Affinio_blog_content,210,http://www.affinio.com/blog/top-shared-content-in-digital-strategy-oct15th-oct-22nd,Top Shared Content In Digital Strategy Oct 15th - Oct 22nd,Affinio specializes in identifying tribes of people with common interests and extracting deep psychographic and cultural insights from these communities. Using our award-winning technology we built a list of the top 50000 digital strategists on Twitter analyzed their tweets and extracted the top shared content between Oct 15th - Oct 22nd Top 10 links shared by digital strategists: PepsiCo Exec Has Tough Words for Agencies Trello Celebrates 10 Million Users! Introducing Twitter Polls | Twitter Blogs Where the Digital Economy Is Moving the Fastest Star Wars: The Force Awakens Trailer (Official) The Drone Papers Here Are 6 New Snapchat Stats That Show Why Marketers Want Inside That Walled Garden 50 Important Customer Experience Stats for Business Leaders Can Jack Dorsey Save Twitter? - The New Yorker Famous quotes the way a woman would have to say them during a meeting. Top 10 favorited tweets by digital strategists: The letter I received from Tinker today. Thanks @Nike pic.twitter.com/UIolXrkUVC — Michael J. Fox (@realmikefox) October 21 2015 The Force. It’s calling to you. Tickets on sale now: https://t.co/PwNxYwmCEe #TheForceAwakens https://t.co/UxAgY5MejQ — Star Wars (@starwars) October 20 2015 Happy Back to the Future Day @RealMikeFox! Ever think about the fact that we live in the future we dreamed of then? That's heavy man. — President Obama (@POTUS) October 21 2015 Mr. President I never dreamed I'd be talking about the future with someone who's making History. https://t.co/i5swY8ksEB — Michael J. Fox (@realmikefox) October 21 2015 .@realmikefox see you tomorrow. — Nike (@Nike) October 21 2015 IM ALMOST POSITIVE THATS JUST A COOKIE pic.twitter.com/D2u9Ok9fp6 — SAVAGE (@im_tommypickles) October 18 2015 This is real. This is today. Coming spring 2016. cc: @RealMikeFox @Nike pic.twitter.com/KPswXNojvA — michaeljfox.org (@MichaelJFoxOrg) October 21 2015 pic.twitter.com/dDImEhKt10 — Adele (@Adele) October 21 2015 Where the Digital Economy Is Moving the Fastest http://t.co/UgpxF7Bzxf pic.twitter.com/amK4aypmmX — Harvard Biz Review (@HarvardBiz) October 18 2015 Tesla's use of an over-the-air update to create self-driving cars is one of the most important things ever to happen in technology. — Balaji S. Srinivasan (@balajis) October 18 2015 Top hashtags used by digital strategist: Top domains in digital strategy: Digital strategists sourced content from these domains more than any others between Oct 15th - Oct 22nd. Top used emoji's by digital strategists: Are you creating and sharing content to attract a target audience? If so contact us for a demo as we'd love to help you better understand the culture and interests of your ideal customer.,Brian,October 22 2015
